Date,ARIMA_Forecast,ARIMA_Lower,ARIMA_Upper,LSTM_Forecast
2025-05-16,1.0011479534189347,0.9630881881749154,1.0407117820999432,101798.016
2025-05-17,1.0006096131568338,0.9622494842508037,1.0404989707231767,101889.06
2025-05-18,1.0000715623726637,0.9613786687826464,1.0403217403741025,101980.695
