price_id,price_date,price_time,price,pred_price,Percent Change,Target,Signal
51,2020-08-18,10:31:02,0.2868,0.0,0.0,0,0
52,2020-08-18,11:01:02,0.2862,0.0,-0.20920502092049986,0,0
53,2020-08-18,11:31:02,0.2862,0.0,0.0,0,0
54,2020-08-18,12:01:01,0.2778,0.0,-2.9350104821803003,0,1
55,2020-08-18,12:31:01,0.2808,0.0,1.0799136069114423,1,0
56,2020-08-18,13:01:01,0.2808,0.0,0.0,0,0
57,2020-08-18,13:31:01,0.2808,0.0,0.0,0,0
58,2020-08-18,14:01:01,0.2652,0.0,-5.555555555555558,0,0
59,2020-08-18,14:31:01,0.2679,0.0,1.0180995475113308,1,1
60,2020-08-18,15:01:02,0.2728,0.0,1.8290406868234355,1,1
61,2020-08-18,15:31:01,0.278,0.0,1.9061583577712815,1,1
62,2020-08-18,16:01:01,0.278,0.0,0.0,0,1
63,2020-08-18,16:31:01,0.2759,0.0,-0.7553956834532527,0,0
64,2020-08-18,17:01:02,0.28,0.0,1.4860456687205703,1,1
65,2020-08-18,17:31:01,0.2821,0.0,0.7500000000000062,1,1
66,2020-08-18,18:01:01,0.2821,0.0,0.0,0,1
67,2020-08-18,18:31:01,0.2821,0.0,0.0,0,1
68,2020-08-18,19:01:01,0.2821,0.0,0.0,0,1
69,2020-08-18,19:31:02,0.2821,0.0,0.0,0,1
70,2020-08-18,20:01:01,0.2789,0.0,-1.1343495214463095,0,0
71,2020-08-18,20:31:02,0.2789,0.0,0.0,0,0
72,2020-08-18,21:01:01,0.2789,0.0,0.0,0,0
73,2020-08-18,21:31:01,0.2789,0.0,0.0,0,0
74,2020-08-18,22:01:02,0.2789,0.0,0.0,0,0
75,2020-08-18,22:31:01,0.2789,0.0,0.0,0,0
76,2020-08-18,23:01:01,0.2789,0.0,0.0,0,0
77,2020-08-18,23:31:01,0.2835,0.0,1.6493366798135511,1,1
78,2020-08-19,0:01:02,0.2806,0.0,-1.022927689594344,0,0
79,2020-08-19,0:31:02,0.2806,0.0,0.0,0,0
80,2020-08-19,1:01:01,0.2806,0.0,0.0,0,0
81,2020-08-19,1:31:01,0.2806,0.0,0.0,0,0
82,2020-08-19,2:01:01,0.2834,0.0,0.9978617248752597,1,1
83,2020-08-19,2:31:02,0.2834,0.0,0.0,0,1
84,2020-08-19,3:01:02,0.2757,0.0,-2.71700776287932,0,0
85,2020-08-19,3:31:02,0.2757,0.0,0.0,0,0
86,2020-08-19,4:01:02,0.27,0.0,-2.0674646354733373,0,1
87,2020-08-19,4:31:01,0.254,0.0,-5.9259259259259345,0,0
88,2020-08-19,5:01:01,0.261,0.0,2.7559055118110187,1,1
89,2020-08-19,5:31:01,0.2602,0.0,-0.30651340996169507,0,1
90,2020-08-19,6:01:02,0.2612,0.0,0.3843197540353671,1,0
91,2020-08-19,6:31:01,0.2577,0.0,-1.3399693721286354,0,1
92,2020-08-19,7:01:01,0.2611,0.0,1.3193636010865317,1,0
93,2020-08-19,7:31:01,0.2658,0.0,1.8000765990042078,1,1
94,2020-08-19,8:01:01,0.2654,0.0,-0.15048908954099494,0,0
95,2020-08-19,8:31:01,0.27,0.0,1.7332328560663024,1,1
96,2020-08-19,9:01:01,0.2703,0.0,0.11111111111110628,1,0
97,2020-08-19,9:31:01,0.2703,0.0,0.0,0,0
98,2020-08-19,10:01:02,0.2703,0.0,0.0,0,0
99,2020-08-19,10:31:01,0.2703,0.0,0.0,0,0
100,2020-08-19,11:01:02,0.2703,0.0,0.0,0,0
101,2020-08-19,11:31:02,0.2703,0.0,0.0,0,0
102,2020-08-19,12:01:02,0.2703,0.0,0.0,0,0
103,2020-08-19,12:31:01,0.2695,0.0,-0.295967443581191,0,0
104,2020-08-19,13:01:01,0.2644,0.0,-1.892393320964747,0,0
